popularity,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,Key_0,Key_1,Key_2,Key_3,Key_4,Key_5,Key_6,Key_7,Key_8,Key_9,Key_10,Key_11,liveness,loudness,mode,speechiness,tempo,valence,count
0,0.000146,0.737,233226,0.939,0,0.693,0,0,0,0,0,0,0,0,0,0,0,1,0.0389,-4.136,1,0.0583,123.988,0.937,4
31,0.0124,0.762,324160,0.633,0,0.0377,1,0,0,0,0,0,0,0,0,0,0,0,0.229,-12.496,1,0.0319,112.774,0.879,51
6,0.943,0.508,139598,0.255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.443,-11.66,1,0.132,91.958,0.683,40
0,0.994,0.708,183493,0.354,0,0.176,0,0,1,0,0,0,0,0,0,0,0,0,0.296,-8.652,1,0.418,151.533,0.949,3179
39,0.856,0.593,202933,0.243,0,0.000244,0,0,0,0,1,0,0,0,0,0,0,0,0.168,-18.095,1,0.0304,106.764,0.433,180
66,9.44E-06,0.438,162667,0.905,0,5.40E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.363,-6.161,1,0.0419,134.163,0.723,46
28,0.46,0.407,188960,0.956,0,0.0258,0,1,0,0,0,0,0,0,0,0,0,0,0.905,-10.947,1,0.0446,164.466,0.879,220
0,0.872,0.721,100600,0.0701,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.51,-18.432,0,0.94,115.354,0.685,2350
1,0.737,0.656,280650,0.494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0951,-6.41,0,0.0371,140.249,0.238,4
66,0.924,0.517,189187,0.206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.118,-12.233,1,0.0421,80.401,0.489,50
0,0.0353,0.787,494585,0.994,0,0.917,0,0,0,0,1,0,0,0,0,0,0,0,0.96,-8.646,0,0.0574,118.997,0.46,8
42,0.0907,0.782,249827,0.522,0,0.00224,0,0,0,0,0,1,0,0,0,0,0,0,0.032,-14.896,0,0.0357,120.057,0.978,14
49,0.000713,0.173,235640,0.926,0,0.043,0,0,1,0,0,0,0,0,0,0,0,0,0.291,-4.027,1,0.132,201.231,0.0703,6
0,0.557,0.559,180167,0.808,0,1.52E-05,0,0,1,0,0,0,0,0,0,0,0,0,0.21,-6.313,1,0.0469,76.308,0.964,45
0,0.000115,0.722,318627,0.778,0,0.836,0,0,0,0,0,0,1,0,0,0,0,0,0.0698,-7.979,0,0.0402,125.012,0.546,2
43,0.872,0.641,340333,0.0366,0,0.155,1,0,0,0,0,0,0,0,0,0,0,0,0.107,-26.04,1,0.0428,102.778,0.196,221
47,0.661,0.337,192707,0.483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0972,-6.517,1,0.0427,164.236,0.128,136
12,0.893,0.734,70922,0.321,0,0.000124,0,0,0,0,1,0,0,0,0,0,0,0,0.188,-6.53,1,0.0499,132.853,0.7,87
43,0.0285,0.728,161600,0.7,0,0.12,0,0,0,0,1,0,0,0,0,0,0,0,0.202,-9.059,1,0.0308,128.693,0.712,237
52,0.000298,0.549,224307,0.81,0,2.89E-06,0,0,0,0,0,0,0,0,0,0,0,1,0.156,-4.001,0,0.0328,133.985,0.41,41
60,0.504,0.491,209653,0.698,0,1.81E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.235,-6.724,0,0.0357,177.692,0.543,212
56,0.647,0.326,219493,0.0902,0,0.00091,0,0,0,0,0,0,0,1,0,0,0,0,0.198,-20.588,1,0.0344,137.611,0.218,182
3,0.22,0.711,205867,0.678,0,0.000798,0,0,0,0,0,0,0,1,0,0,0,0,0.308,-11.326,1,0.034,110.088,0.911,2
48,0.113,0.841,242267,0.63,0,0.00296,0,0,1,0,0,0,0,0,0,0,0,0,0.129,-7.331,1,0.0273,108.983,0.774,38
36,0.295,0.91,240960,0.751,0,0.00214,0,1,0,0,0,0,0,0,0,0,0,0,0.141,-11.29,1,0.039,114.659,0.975,28
39,0.57,0.349,291453,0.568,0,0.525,0,0,0,0,0,0,0,0,0,1,0,0,0.112,-9.992,0,0.0347,139.293,0.142,64
32,0.000132,0.534,285360,0.787,0,0.0025,0,1,0,0,0,0,0,0,0,0,0,0,0.366,-10.579,0,0.0429,83.896,0.319,26
68,0.0903,0.759,303493,0.756,0,2.36E-06,0,0,0,0,1,0,0,0,0,0,0,0,0.265,-8.145,0,0.266,87.059,0.613,39
29,0.511,0.663,153867,0.316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.213,-10.52,1,0.0386,116.139,0.473,122
78,0.812,0.681,165733,0.715,0,9.43E-06,0,0,0,0,0,0,0,1,0,0,0,0,0.0777,-10.609,0,0.0912,152.132,0.957,230
54,0.00968,0.836,230627,0.817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.114,-5.672,1,0.0677,112.007,0.647,4
15,0.833,0.359,172493,0.695,0,0.428,0,0,1,0,0,0,0,0,0,0,0,0,0.259,-10.013,1,0.0882,101.567,0.527,40
1,0.986,0.717,123437,0.0175,0,0.904,0,1,0,0,0,0,0,0,0,0,0,0,0.122,-19.744,1,0.106,74.761,0.0915,12
23,0.996,0.392,163733,0.29,0,0.958,1,0,0,0,0,0,0,0,0,0,0,0,0.112,-19.273,1,0.0348,175.04,0.485,105
24,0.285,0.558,293320,0.618,0,0.273,1,0,0,0,0,0,0,0,0,0,0,0,0.957,-11.924,1,0.0984,149.279,0.792,41
63,0.761,0.626,291400,0.441,0,0.0138,0,0,0,0,0,0,0,0,0,1,0,0,0.0685,-10.637,0,0.0308,78.094,0.563,39
17,0.853,0.362,117800,0.0168,0,0.824,0,0,0,0,0,1,0,0,0,0,0,0,0.129,-32.408,1,0.0413,110.259,0.44,138
0,0.827,0.736,127682,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.231,-16.761,0,0.947,105.99,0.665,420
44,0.512,0.713,162427,0.258,0,2.93E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.253,-12.379,1,0.067,141.443,0.798,15
61,0.00553,0.788,141893,0.452,1,0.0039,0,0,0,0,0,0,0,0,0,1,0,0,0.0917,-5.951,1,0.0409,134.004,0.975,32
55,0.265,0.747,307763,0.658,0,3.98E-06,0,0,0,0,0,0,0,0,1,0,0,0,0.0379,-12.339,1,0.0784,100.066,0.772,4
26,0.674,0.733,251413,0.3,0,0.00295,0,0,0,0,0,1,0,0,0,0,0,0,0.0804,-15.635,1,0.0419,114.108,0.404,194
0,0.995,0.599,173987,0.136,0,0.89,0,0,0,0,0,0,0,0,0,0,0,1,0.114,-21.655,0,0.0644,111.346,0.808,3179
0,0.193,0.774,189027,0.914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.427,-4.739,1,0.159,98.031,0.816,205
0,0.995,0.756,168493,0.27,0,0.904,0,0,0,0,0,1,0,0,0,0,0,0,0.226,-12.983,0,0.0793,115.423,0.929,3179
30,0.052,0.565,64640,0.701,0,0.823,1,0,0,0,0,0,0,0,0,0,0,0,0.414,-18.465,1,0.109,93.245,0.138,64
0,0.264,0.475,198106,0.536,0,0.00124,0,1,0,0,0,0,0,0,0,0,0,0,0.125,-8.42,1,0.0254,79.866,0.403,8
73,0.00456,0.867,257360,0.517,0,0.000339,0,0,0,0,0,0,0,0,0,0,0,1,0.0864,-13.222,0,0.0875,133.148,0.866,19
22,0.807,0.219,164027,0.277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.614,-11.679,1,0.0292,78.626,0.39,4
0,0.995,0.349,186893,0.255,0,0.00595,0,0,0,0,0,1,0,0,0,0,0,0,0.211,-12.637,0,0.0431,73.234,0.498,8
0,0.995,0.774,166000,0.0341,0,0.381,0,0,0,0,0,0,0,0,0,1,0,0,0.108,-22.833,0,0.0908,116.674,0.706,3179
49,0.917,0.555,30622,0.0193,0,0.00136,0,0,0,0,0,0,0,0,0,1,0,0,0.0658,-29.867,0,0.0432,76.112,0.309,526
0,0.322,0.725,127660,0.114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.615,-27.907,1,0.0499,126.006,0.671,50
53,0.00416,0.724,267133,0.639,0,1.28E-05,0,1,0,0,0,0,0,0,0,0,0,0,0.0429,-4.639,0,0.0488,135.084,0.73,2
4,0.42,0.609,225280,0.799,0,0.0119,0,0,0,0,0,0,0,1,0,0,0,0,0.0956,-8.791,1,0.0273,134.146,0.971,266
2,0.96,0.743,190333,0.165,0,1.37E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.107,-17.134,1,0.674,72.541,0.598,2
32,0.122,0.698,258267,0.753,0,8.93E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.113,-4.691,1,0.0294,107.994,0.941,103
53,0.453,0.713,151960,0.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.348,-4.902,1,0.138,112.265,0.9,2
12,0.943,0.334,168373,0.127,0,0.84,0,0,0,0,1,0,0,0,0,0,0,0,0.131,-16.517,1,0.0347,138.225,0.0941,10
0,0.979,0.504,184294,0.355,0,1.22E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.391,-10.878,1,0.0434,109.624,0.57,136
48,0.000497,0.635,246640,0.926,1,0.0412,0,0,0,0,0,0,0,1,0,0,0,0,0.0994,-3.056,1,0.0517,112.984,0.598,62
44,0.141,0.758,224467,0.47,0,0.716,0,0,0,0,0,0,0,0,0,0,1,0,0.066,-10.759,1,0.0464,92.496,0.773,24
10,0.739,0.605,156973,0.667,0,0.533,0,0,0,0,0,0,0,0,0,0,1,0,0.195,-13.674,1,0.0538,97.143,0.824,26
33,0.993,0.361,210867,0.0656,0,0.0148,0,0,0,0,0,0,0,0,0,1,0,0,0.0945,-19.98,1,0.0315,72.526,0.192,86
31,0.958,0.585,117187,0.32,0,9.94E-05,0,0,0,0,1,0,0,0,0,0,0,0,0.194,-12.961,1,0.0506,116.47,0.201,16
1,0.069,0.451,131307,0.731,0,0.852,0,0,1,0,0,0,0,0,0,0,0,0,0.253,-9.368,1,0.0313,147.891,0.931,304
63,0.702,0.711,220617,0.399,0,5.42E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.243,-6.909,1,0.0441,107.795,0.965,218
31,0.0225,0.751,213333,0.884,0,0.00299,1,0,0,0,0,0,0,0,0,0,0,0,0.0845,-10.887,0,0.03,125.681,0.987,22
55,0.614,0.589,126267,0.472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.505,-8.749,1,0.0502,67.196,0.898,144
10,0.0464,0.665,201907,0.757,0,0.00119,0,0,1,0,0,0,0,0,0,0,0,0,0.37,-5.83,1,0.0293,121.963,0.719,296
0,0.874,0.585,182893,0.233,0,3.87E-06,0,0,0,1,0,0,0,0,0,0,0,0,0.0953,-12.285,1,0.0496,106.05,0.513,48
60,0.268,0.633,216240,0.683,0,7.78E-06,0,0,0,1,0,0,0,0,0,0,0,0,0.113,-6.326,0,0.0301,129.97,0.463,23
20,0.449,0.701,152920,0.502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0667,-10.739,1,0.0243,81.61,0.763,192
0,0.0145,0.796,330971,0.89,0,0.819,1,0,0,0,0,0,0,0,0,0,0,0,0.26,-5.491,0,0.0732,128.008,0.79,2
26,0.0262,0.514,67813,0.614,0,0.00226,0,0,0,0,1,0,0,0,0,0,0,0,0.0874,-7.529,1,0.0297,142.169,0.753,72
0,0.000615,0.797,513045,0.963,0,0.809,0,0,0,0,1,0,0,0,0,0,0,0,0.141,-6.38,0,0.056,124,0.507,2
0,0.556,0.679,140600,0.267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14,-22.172,1,0.963,79.677,0.611,2562
77,0.313,0.711,296800,0.292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.131,-15.523,0,0.037,103.951,0.194,58
19,0.659,0.605,510693,0.575,0,0.0509,1,0,0,0,0,0,0,0,0,0,0,0,0.0427,-9.729,1,0.0325,94.76,0.375,112
1,0.00019,0.371,355240,0.969,0,0.00193,0,0,1,0,0,0,0,0,0,0,0,0,0.096,-7.434,1,0.0518,98.205,0.389,135
0,0.324,0.619,233000,0.698,0,5.94E-05,0,0,0,1,0,0,0,0,0,0,0,0,0.178,-4.969,1,0.0265,140.009,0.439,42
10,0.983,0.686,229227,0.033,0,8.25E-06,0,0,0,0,0,1,0,0,0,0,0,0,0.147,-23.591,1,0.07,94.376,0.0976,38
64,0.605,0.637,332173,0.394,0,0.305,0,0,0,0,0,0,0,1,0,0,0,0,0.0968,-13.536,1,0.286,132.015,0.361,2
41,0.114,0.662,259067,0.374,0,3.59E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.249,-11.19,1,0.34,112.694,0.551,142
27,0.448,0.467,131800,0.531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.358,-14.288,1,0.0387,136.154,0.954,128
61,0.000579,0.532,493933,0.941,0,0.0527,0,0,0,0,0,0,0,0,0,1,0,0,0.15,-9.025,1,0.0465,102.198,0.278,38
0,0.989,0.6,195240,0.387,0,0.367,0,0,0,0,0,0,0,1,0,0,0,0,0.121,-7.986,1,0.0401,106.765,0.695,52
38,0.0417,0.93,509240,0.688,0,0.00698,0,0,0,0,0,0,0,0,0,0,0,1,0.0351,-10.294,0,0.0507,122.491,0.878,2
0,0.156,0.718,100514,0.193,1,1.20E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.111,-21.517,0,0.913,110.721,0.737,2124
0,0.864,0.396,225040,0.232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.201,-11.937,0,0.0484,147.612,0.533,42
6,0.984,0.18,195600,0.143,0,0.000109,0,0,0,0,0,0,0,1,0,0,0,0,0.131,-19.198,1,0.0398,72.901,0.0946,52
56,0.0353,0.488,165173,0.744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0952,-4.284,0,0.131,180.007,0.59,26
43,0.0118,0.585,287240,0.671,1,8.12E-05,0,0,0,0,1,0,0,0,0,0,0,0,0.104,-10.897,1,0.0466,146.287,0.49,54
0,0.0394,0.546,148947,0.401,0,0.479,0,0,0,0,0,0,0,1,0,0,0,0,0.131,-11.01,1,0.0307,114.078,0.689,42
1,0.948,0.753,164653,0.23,0,0.0633,1,0,0,0,0,0,0,0,0,0,0,0,0.234,-11.728,1,0.0463,131.652,0.687,50
3,0.987,0.715,151040,0.248,0,0.0165,0,0,0,0,0,0,0,0,0,0,1,0,0.137,-13.994,1,0.133,121.559,0.734,135
43,5.29E-06,0.872,161293,0.942,0,0.929,0,0,0,1,0,0,0,0,0,0,0,0,0.0865,-3.313,0,0.0463,95.424,0.736,114
30,0.0104,0.358,253053,0.958,0,8.20E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.406,-4.117,1,0.133,106.922,0.463,204
11,0.837,0.221,157493,0.366,0,0.807,0,0,0,0,0,1,0,0,0,0,0,0,0.173,-14.254,1,0.0389,77.498,0.453,161
0,0.99,0.666,171311,0.238,0,0.741,0,0,0,0,0,0,0,0,0,0,0,1,0.117,-9.059,1,0.283,83.626,0.78,14
27,0.439,0.491,411267,0.5,0,5.63E-06,0,0,0,0,0,0,0,1,0,0,0,0,0.114,-12.097,0,0.0377,96.7,0.406,93
28,0.675,0.195,202733,0.472,0,0.000846,0,0,0,0,0,1,0,0,0,0,0,0,0.374,-9.773,1,0.0316,80.715,0.198,788
45,0.0787,0.344,413893,0.919,0,0.169,0,0,0,0,0,0,1,0,0,0,0,0,0.278,-8.317,1,0.0984,97.467,0.53,8
43,0.243,0.904,230427,0.642,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.133,-8.495,0,0.273,95.755,0.718,111
41,0.301,0.62,193187,0.599,0,5.91E-06,0,0,0,0,0,1,0,0,0,0,0,0,0.0625,-6.717,1,0.0578,186.635,0.967,34
19,0.906,0.142,237427,0.221,0,0.0122,0,1,0,0,0,0,0,0,0,0,0,0,0.108,-14.708,1,0.0354,82.257,0.0782,133
40,0.117,0.662,253307,0.798,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0759,-8.106,1,0.0477,124.688,0.72,96
53,0.00119,0.555,288267,0.71,0,0.0411,0,0,0,0,0,0,0,0,0,0,1,0,0.0465,-5.561,0,0.0322,119.372,0.924,20
70,0.671,0.67,130027,0.275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.199,-12.755,1,0.0385,152.649,0.806,113
32,0.37,0.542,99947,0.865,0,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0.0754,-4.253,0,0.0362,131.576,0.805,56
8,0.811,0.624,218853,0.487,0,0.799,0,0,0,0,0,1,0,0,0,0,0,0,0.105,-13.109,1,0.0488,129.796,0.828,24
28,0.388,0.357,282320,0.88,0,0.0259,0,0,0,0,0,0,0,1,0,0,0,0,0.893,-7.609,1,0.0405,97.056,0.613,36
36,0.158,0.595,270533,0.546,0,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,1,0.0965,-13.172,0,0.0307,127.548,0.56,44
37,0.126,0.823,140827,0.803,0,0.00229,0,0,0,0,0,1,0,0,0,0,0,0,0.445,-10.502,1,0.0319,120.981,0.978,66
0,0.00168,0.541,390779,0.995,0,0.864,0,0,0,1,0,0,0,0,0,0,0,0,0.805,-9.157,0,0.0694,139.998,0.679,2
26,0.526,0.456,822907,0.879,0,0.000519,1,0,0,0,0,0,0,0,0,0,0,0,0.674,-9.912,1,0.0719,99.912,0.6,166
60,0.485,0.495,301960,0.351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0967,-14.669,0,0.34,134.369,0.271,391
20,0.889,0.336,170440,0.201,0,0.00213,0,0,0,1,0,0,0,0,0,0,0,0,0.32,-13.814,1,0.0355,98.011,0.211,128
38,0.622,0.718,241129,0.315,0,4.26E-06,0,0,0,1,0,0,0,0,0,0,0,0,0.452,-17.489,1,0.0727,109.047,0.947,63
1,0.427,0.61,237275,0.576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0888,-4.891,1,0.0399,77.006,0.439,2
62,0.00154,0.59,266600,0.944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.322,-4.323,1,0.0499,103.991,0.596,178
50,0.94,0.0608,1873000,0.0157,0,0.936,0,0,0,0,0,1,0,0,0,0,0,0,0.0892,-31.917,1,0.0469,67.88,0.0361,6
65,0.0116,0.703,163168,0.557,1,9.85E-05,0,0,0,0,1,0,0,0,0,0,0,0,0.12,-6.798,0,0.0438,159.985,0.127,6
15,0.99,0.475,146253,0.0807,0,0.88,0,0,0,0,0,1,0,0,0,0,0,0,0.104,-23.52,0,0.0463,115.986,0.0682,527
36,0.202,0.586,254000,0.249,0,5.14E-05,0,0,0,0,0,0,0,0,1,0,0,0,0.116,-16.973,1,0.0424,77.665,0.453,17
0,0.995,0.534,201333,0.115,0,0.759,0,0,0,0,0,1,0,0,0,0,0,0,0.102,-13.346,1,0.0412,73.789,0.436,26
51,0.76,0.408,192148,0.302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0832,-11.699,1,0.0456,96.457,0.283,3
46,0.048,0.447,296733,0.548,0,0.000674,0,0,1,0,0,0,0,0,0,0,0,0,0.124,-11.66,1,0.0404,159.51,0.126,60
38,0.0245,0.81,259307,0.542,0,1.75E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.296,-9.833,1,0.0786,98.896,0.465,9
60,0.0908,0.813,236933,0.882,0,0.00457,0,0,0,0,0,0,0,1,0,0,0,0,0.147,-7.575,1,0.0402,125.983,0.874,6
35,0.0102,0.471,227507,0.943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.406,-3.817,1,0.0395,86.803,0.683,156
0,0.459,0,68027,0.351,0,0.0669,1,0,0,0,0,0,0,0,0,0,0,0,0.975,-17.01,0,0,0,0,2
34,0.00438,0.528,377650,0.801,0,0.604,0,0,0,0,0,0,0,0,0,0,0,1,0.42,-9.763,0,0.0358,87.853,0.425,58
0,0.962,0.653,127680,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.182,-16.306,0,0.0868,72.384,0.698,1248
63,0.105,0.626,377347,0.583,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.115,-7.574,0,0.0435,127.966,0.335,172
0,0.989,0.788,188140,0.194,0,5.77E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.157,-7.915,1,0.257,81.467,0.79,5
34,0.0429,0.442,166467,0.987,0,0.000874,0,0,0,0,1,0,0,0,0,0,0,0,0.621,-4.014,1,0.279,181.439,0.319,22
44,0.184,0.514,301210,0.833,0,1.07E-06,0,0,0,0,1,0,0,0,0,0,0,0,0.844,-7.883,0,0.0491,91.48,0.319,526
1,0.587,0.612,196053,0.0224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.124,-22.18,1,0.677,180.25,0.284,4
21,0.595,0.448,45373,0.0918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.276,-31.55,1,0.157,88.264,0.59,211
18,0.347,0.368,138293,0.464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.613,-7.797,1,0.029,104.796,0.461,372
38,0.153,0.663,151573,0.821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0952,-5.798,1,0.161,167.976,0.83,76
19,0.76,0.473,121400,0.693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.203,-4.736,1,0.0305,159.406,0.853,880
40,0.921,0.576,150227,0.257,0,1.40E-05,0,0,0,0,1,0,0,0,0,0,0,0,0.096,-14.319,1,0.0322,124.763,0.551,104
59,0.911,0.167,464293,0.071,0,0.855,0,0,0,0,0,0,1,0,0,0,0,0,0.107,-27.108,0,0.041,143.315,0.0613,64
36,0.728,0.457,179360,0.278,0,6.33E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.109,-14.383,1,0.0484,68.41,0.556,275
54,0.425,0.538,259000,0.231,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.118,-17.375,1,0.032,159.28,0.374,18
38,0.000427,0.42,144773,0.822,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,1,0.166,-8.269,1,0.0542,165.936,0.843,199
5,0.858,0.307,145560,0.0146,0,2.96E-06,1,0,0,0,0,0,0,0,0,0,0,0,0.353,-22.988,1,0.0381,140.383,0.188,430
18,0.875,0.432,276627,0.175,0,0.000108,0,1,0,0,0,0,0,0,0,0,0,0,0.592,-21.577,1,0.189,179.088,0.276,132
0,0.991,0.686,69474,0.413,0,0.876,1,0,0,0,0,0,0,0,0,0,0,0,0.164,-18.3,0,0.0686,114.119,0.592,2
36,0.000152,0.211,180933,0.461,0,5.18E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.081,-10.969,1,0.0334,202.541,0.138,40
38,0.853,0.413,201693,0.131,0,0.051,0,0,0,0,0,0,0,1,0,0,0,0,0.163,-23.652,1,0.0336,96.391,0.514,210
0,0.996,0.859,183493,0.102,0,0.922,0,0,1,0,0,0,0,0,0,0,0,0,0.111,-22.799,0,0.162,115.855,0.826,3179
36,0.00557,0.372,266480,0.878,0,0.265,0,0,0,0,0,0,0,1,0,0,0,0,0.165,-8.319,1,0.0459,131.137,0.658,130
32,0.239,0.737,260040,0.372,0,1.60E-06,0,0,0,0,0,0,0,1,0,0,0,0,0.0459,-16.876,1,0.0301,132.089,0.886,166
57,0.912,0.485,284560,0.144,0,0.000114,0,0,0,0,0,0,0,0,0,0,1,0,0.0965,-12.824,1,0.0362,86.143,0.246,925
0,0.995,0.42,213053,0.0673,0,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0.111,-14.676,1,0.0396,143.179,0.25,26
5,0.897,0.473,114573,0.2,0,0.902,0,0,1,0,0,0,0,0,0,0,0,0,0.101,-19.961,0,0.0369,137.278,0.316,309
16,0.984,0.387,193707,0.0876,0,0.553,0,0,0,0,0,0,0,0,1,0,0,0,0.16,-16.828,1,0.0379,58.018,0.301,79
47,0.294,0.532,164133,0.342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0785,-13.592,1,0.0279,103.672,0.274,60
49,0.902,0.696,185387,0.284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.106,-16.568,0,0.61,118.317,0.881,12
22,0.00518,0.532,253227,0.712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.108,-13.958,1,0.0298,133.997,0.777,50
37,0.129,0.841,214400,0.592,1,0.00238,0,0,0,0,0,0,1,0,0,0,0,0,0.299,-12.515,0,0.273,89.032,0.524,257
0,0.993,0.586,193875,0.316,0,0.855,0,0,0,1,0,0,0,0,0,0,0,0,0.0761,-11.792,0,0.0699,131.635,0.96,380
63,0.0152,0.866,180114,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.132,-6.166,0,0.403,96.049,0.352,2
26,0.537,0.327,243173,0.44,0,0.000161,0,0,0,0,0,1,0,0,0,0,0,0,0.179,-11.891,1,0.0301,82.984,0.518,248
0,0.691,0.318,206344,0.4,0,0.0106,0,0,0,0,1,0,0,0,0,0,0,0,0.188,-20.213,0,0.113,160.03,0.0364,4
26,0.795,0.548,126293,0.279,0,0.0221,0,0,0,0,0,0,0,0,0,1,0,0,0.108,-18.59,0,0.0526,98.541,0.301,509
47,2.96E-05,0.472,238947,0.706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0927,-6.568,0,0.0281,152.08,0.196,4
64,0.00235,0.508,179013,0.557,1,0.0134,0,0,0,0,0,0,0,0,1,0,0,0,0.588,-8.967,0,0.0478,77.572,0.199,88
0,0.994,0.522,146820,0.187,0,0.00161,1,0,0,0,0,0,0,0,0,0,0,0,0.214,-9.776,1,0.375,72.713,0.711,4
31,0.648,0.767,260173,0.58,0,0.0254,0,0,1,0,0,0,0,0,0,0,0,0,0.111,-8.449,1,0.0296,109.124,0.606,118
25,0.191,0.578,170560,0.388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0873,-9.26,1,0.0288,129.399,0.884,6
54,0.00819,0.468,241800,0.743,0,7.88E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.369,-10.846,1,0.0326,156.103,0.648,9
0,0.992,0.773,177133,0.336,0,0.268,0,0,0,0,0,1,0,0,0,0,0,0,0.114,-13.818,0,0.0651,117.872,0.817,3179
25,0.0104,0.736,366067,0.729,0,0.0314,0,0,0,0,0,0,0,0,0,0,0,1,0.667,-14.074,1,0.0418,110.936,0.713,12
34,0.0232,0.499,228333,0.769,0,0.587,0,0,0,0,0,0,0,1,0,0,0,0,0.166,-9.497,0,0.172,149.437,0.703,10
6,0.995,0.414,185960,0.0921,0,0.559,0,0,0,0,0,1,0,0,0,0,0,0,0.141,-13.801,0,0.0366,118.205,0.184,40
1,0.978,0.5,185800,0.397,0,0.936,0,0,0,1,0,0,0,0,0,0,0,0,0.337,-15.177,1,0.0325,116.496,0.637,96
0,0.965,0.167,188631,0.163,0,0.928,0,0,0,1,0,0,0,0,0,0,0,0,0.105,-15.896,1,0.0445,73.344,0.126,70
31,0.000215,0.506,189547,0.725,0,0.000183,0,0,0,0,0,0,0,1,0,0,0,0,0.0692,-6.275,1,0.0306,128.211,0.964,60
0,0.994,0.279,213293,0.127,0,0.894,0,0,0,1,0,0,0,0,0,0,0,0,0.26,-16.9,0,0.047,74.96,0.407,28
31,0.769,0.659,110387,0.348,0,1.89E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.11,-12.413,1,0.0742,97.726,0.469,1003
47,0.909,0.692,146080,0.373,0,4.35E-06,0,0,0,0,0,0,0,0,0,0,1,0,0.116,-12.201,1,0.027,144.591,0.782,46
76,0.801,0.499,157710,0.462,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0946,-5.308,1,0.0312,127.698,0.599,164
62,0.000175,0.538,127427,0.624,1,2.20E-06,0,0,0,0,0,0,0,0,0,0,0,1,0.117,-8.794,1,0.325,102.346,0.409,38
