popularity,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,Key_0,Key_1,Key_2,Key_3,Key_4,Key_5,Key_6,Key_7,Key_8,Key_9,Key_10,Key_11,liveness,loudness,mode,speechiness,tempo,valence,count
24,0.015,0.312,255133,0.762,0,7.83E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.0482,-10.209,1,0.0463,130.048,0.349,230
65,0.046,0.562,221947,0.939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.112,-4.282,1,0.0475,116.044,0.684,53
59,0.417,0.68,266013,0.53,0,0.011,0,0,0,0,0,0,0,0,0,0,0,1,0.0559,-13.105,0,0.0889,124.551,0.352,168
0,0.995,0.38,169173,0.459,0,0.911,0,0,0,0,0,0,0,0,0,0,1,0,0.162,-19.284,1,0.338,124.502,0.568,3179
71,0.000569,0.494,202496,0.951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.327,-4.237,1,0.132,160.025,0.441,31
41,0.581,0.753,94733,0.571,0,0.000437,0,0,0,0,0,0,0,1,0,0,0,0,0.118,-5.867,1,0.0261,109.1,0.925,32
38,0.0344,0.643,171107,0.653,0,0.000519,0,0,0,0,0,0,0,0,0,1,0,0,0.134,-7.455,1,0.0316,118.772,0.759,84
26,0.917,0.152,194907,0.113,0,0.715,1,0,0,0,0,0,0,0,0,0,0,0,0.159,-18.359,1,0.0414,105.41,0.0582,104
57,0.432,0.62,158773,0.634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.604,-6.324,1,0.198,107.066,0.415,290
11,0.659,0.509,479173,0.305,0,7.95E-05,0,0,0,0,0,0,0,1,0,0,0,0,0.373,-17.77,1,0.0372,131.055,0.322,32
32,0.0313,0.583,307200,0.76,0,0.000179,0,0,0,0,0,0,0,0,0,1,0,0,0.192,-7.538,1,0.0317,122.007,0.506,650
22,0.805,0.691,133560,0.332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.141,-11.967,1,0.0359,121.613,0.768,929
44,0.000129,0.602,103838,0.818,0,0.669,0,0,1,0,0,0,0,0,0,0,0,0,0.261,-9.097,1,0.0456,140.246,0.485,2
0,0.727,0.703,129400,0.218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.275,-20.529,1,0.962,134.425,0.577,2562
28,0.651,0.554,160520,0.329,0,0.000254,1,0,0,0,0,0,0,0,0,0,0,0,0.27,-11.441,1,0.0287,98.743,0.525,2
51,0.522,0.519,219080,0.381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.184,-10.269,1,0.0315,92.167,0.627,132
21,0.995,0.605,263907,0.075,0,0.878,0,0,0,0,0,1,0,0,0,0,0,0,0.0998,-23.426,1,0.0449,91.691,0.15,902
3,0.00267,0.803,347920,0.695,0,0.934,0,0,0,0,0,0,0,0,0,1,0,0,0.0499,-8.271,0,0.0491,122.506,0.533,2
53,0.104,0.741,302376,0.861,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.281,-3.543,1,0.0309,115.005,0.889,4
67,0.825,0.614,174360,0.101,0,0.0217,1,0,0,0,0,0,0,0,0,0,0,0,0.707,-22.159,1,0.0395,75.902,0.155,4
55,0.00223,0.454,263120,0.614,0,1.16E-05,0,0,0,0,0,0,0,0,0,0,0,1,0.0936,-10.41,1,0.0302,140.56,0.343,38
40,0.0848,0.392,323733,0.801,0,0.201,0,0,0,0,0,0,0,1,0,0,0,0,0.121,-13.615,1,0.0597,106.702,0.442,169
22,0.000137,0.477,258933,0.675,0,0.0881,0,0,0,0,0,0,0,0,1,0,0,0,0.108,-13.298,1,0.0376,138.449,0.619,34
27,0.147,0.846,335200,0.581,0,0.829,0,0,0,0,0,0,0,0,0,1,0,0,0.0875,-11.419,1,0.045,141.134,0.88,62
20,0.904,0.641,248947,0.395,0,0.751,0,0,0,0,0,0,0,0,1,0,0,0,0.0874,-16.805,1,0.0549,112.719,0.772,47
0,0.994,0.635,134733,0.298,0,0.000253,0,0,1,0,0,0,0,0,0,0,0,0,0.0902,-13.928,0,0.0737,120.976,0.722,18
0,0.628,0.721,108300,0.205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.216,-21.349,0,0.96,76.494,0.667,192
53,0.0617,0.411,202054,0.89,0,0.127,0,0,0,0,0,0,0,0,0,0,0,1,0.227,-6.062,1,0.0436,169.97,0.0669,8
75,0.182,0.776,280000,0.763,0,0.0065,0,0,0,0,0,1,0,0,0,0,0,0,0.077,-8.124,1,0.0535,128.433,0.82,194
0,0.171,0.69,206733,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.204,-4.498,0,0.347,89.918,0.79,31
23,0.649,0.103,66093,0.283,0,0.0599,0,0,0,0,0,0,0,0,1,0,0,0,0.107,-9.837,1,0.0338,178.877,0.262,8
60,0.0352,0.488,236787,0.833,0,0.0172,0,0,0,0,0,0,0,0,0,0,0,1,0.34,-6.571,1,0.0437,174.006,0.751,7
53,0.245,0.644,231293,0.644,0,0.00083,0,0,0,0,0,0,0,1,0,0,0,0,0.27,-7.542,1,0.0305,98.746,0.293,74
34,0.104,0.722,237084,0.586,0,0.00419,0,0,1,0,0,0,0,0,0,0,0,0,0.316,-11.376,1,0.041,107.062,0.814,6
1,0.911,0.533,315001,0.377,0,0.0141,0,0,0,0,0,0,0,0,1,0,0,0,0.187,-13.94,1,0.0543,103.436,0.75,4
49,0.995,0.184,292693,0.0178,0,0.747,0,0,1,0,0,0,0,0,0,0,0,0,0.0726,-30.491,1,0.0471,72.148,0.189,44
47,0.89,0.442,220293,0.146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.178,-17.883,1,0.0403,74.717,0.2,41
0,0.567,0.647,126900,0.226,0,0.000267,1,0,0,0,0,0,0,0,0,0,0,0,0.144,-22.418,1,0.96,146.127,0.563,2562
33,0.198,0.699,348333,0.96,0,1.36E-06,0,1,0,0,0,0,0,0,0,0,0,0,0.675,-7.244,0,0.1,117.427,0.57,160
47,0.451,0.502,140120,0.353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0583,-9.957,1,0.0317,136.746,0.751,13
60,0.565,0.58,229560,0.671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.316,-5.723,1,0.0481,154.021,0.697,14
25,0.836,0.565,136360,0.623,0,0.96,0,0,1,0,0,0,0,0,0,0,0,0,0.0487,-14.26,1,0.03,92.266,0.968,184
28,0.086,0.593,269667,0.516,0,0.00255,0,0,0,0,1,0,0,0,0,0,0,0,0.0776,-11.81,0,0.0348,155.327,0.576,88
7,0.935,0.677,486000,0.23,0,0.877,0,0,0,0,0,0,0,0,0,0,1,0,0.105,-14.995,0,0.038,94.585,0.487,75
56,0.945,0.252,146293,0.118,0,6.20E-05,0,0,0,0,0,0,0,0,1,0,0,0,0.117,-17.62,1,0.0328,87.575,0.14,1435
24,0.676,0.449,158093,0.311,0,0.00284,0,0,0,0,0,0,0,1,0,0,0,0,0.0942,-12.954,1,0.0288,126.177,0.444,880
44,0.446,0.67,190868,0.346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.259,-6.815,0,0.0331,76.941,0.344,4
58,0.057,0.339,249533,0.625,0,0.000102,0,1,0,0,0,0,0,0,0,0,0,0,0.229,-8.57,1,0.028,104.68,0.334,38
37,0.761,0.789,119373,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.181,-9.064,1,0.0342,120.214,0.945,74
51,0.0456,0.515,236547,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.138,-5.438,1,0.106,129.961,0.523,12
0,0.99,0.472,99132,0.501,0,0.752,1,0,0,0,0,0,0,0,0,0,0,0,0.322,-8.516,0,0.159,68.6,0.945,56
54,0.474,0.292,201178,0.242,0,0.0074,0,0,0,0,0,0,0,0,1,0,0,0,0.0954,-12.61,1,0.0417,175.343,0.154,21
0,0.967,0.404,198187,0.379,0,0.0738,0,1,0,0,0,0,0,0,0,0,0,0,0.0976,-8.809,1,0.0352,126.524,0.559,2
30,0.459,0.596,202027,0.553,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0892,-7.695,1,0.0326,107.174,0.85,48
9,0.982,0.559,189387,0.164,0,0.852,0,0,0,0,1,0,0,0,0,0,0,0,0.0959,-18.868,1,0.0864,71.782,0.373,184
36,0.0986,0.661,182120,0.842,0,0.000124,1,0,0,0,0,0,0,0,0,0,0,0,0.0534,-6.893,1,0.047,85.427,0.899,4
2,0.993,0.466,189427,0.345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.162,-7.181,1,0.0305,96.067,0.324,40
0,0.0315,0.844,241000,0.386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18,-10.298,1,0.0695,104.966,0.426,54
3,0.993,0.287,135533,0.339,0,0.00687,0,1,0,0,0,0,0,0,0,0,0,0,0.43,-9.773,1,0.044,89.099,0.63,88
0,0.531,0.656,156100,0.262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0821,-21.798,1,0.955,79.01,0.549,192
39,0.25,0.599,176333,0.783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.308,-7.318,1,0.033,137.139,0.852,2
49,0.0175,0.738,270240,0.88,1,0.0604,0,0,0,0,0,0,0,0,0,0,1,0,0.087,-5.364,0,0.316,86.99,0.771,4
33,0.861,0.424,268827,0.342,0,0.000498,0,0,0,1,0,0,0,0,0,0,0,0,0.956,-12.668,1,0.0349,123.355,0.293,258
46,0.233,0.808,169107,0.303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0471,-12.52,1,0.0885,97.625,0.756,80
26,0.0548,0.711,279267,0.804,0,0.000314,0,0,0,0,1,0,0,0,0,0,0,0,0.0732,-7.148,0,0.0445,99.927,0.69,57
32,0.393,0.622,166093,0.377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.219,-10.293,1,0.0361,85.616,0.856,201
0,0.981,0.42,208393,0.141,0,0.897,0,0,0,0,0,0,0,0,0,1,0,0,0.149,-16.476,0,0.0711,152.995,0.215,14
21,0.1,0.459,250307,0.802,0,0.0203,0,0,0,0,1,0,0,0,0,0,0,0,0.0392,-10.715,0,0.0531,174.512,0.722,64
57,0.0754,0.606,238534,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11,-5.485,0,0.0412,129.934,0.296,8
31,0.679,0.517,273160,0.394,0,4.52E-05,0,0,1,0,0,0,0,0,0,0,0,0,0.711,-10.843,1,0.0509,104.871,0.578,234
36,0.151,0.568,221600,0.837,0,0.00322,1,0,0,0,0,0,0,0,0,0,0,0,0.317,-8.128,1,0.0406,117.398,0.758,652
17,0.711,0.623,128213,0.439,0,1.01E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.101,-13.147,1,0.0397,112.879,0.809,3
55,0.621,0.393,206840,0.385,0,0.000101,0,0,0,0,0,0,0,0,1,0,0,0,0.1,-9.976,1,0.0286,125.49,0.303,18
44,0.171,0.671,191840,0.773,0,3.85E-06,0,0,1,0,0,0,0,0,0,0,0,0,0.125,-4.299,1,0.0387,85.01,0.603,16
29,0.16,0.531,241933,0.889,0,0.000367,1,0,0,0,0,0,0,0,0,0,0,0,0.0598,-5.815,1,0.102,149.929,0.672,432
4,0.991,0.573,194973,0.0714,0,0.651,0,0,0,0,1,0,0,0,0,0,0,0,0.352,-16.373,0,0.174,77.903,0.538,97
22,0.637,0.519,273045,0.375,0,0.0632,0,0,0,0,0,0,0,1,0,0,0,0,0.0991,-9.199,1,0.026,129.569,0.344,16
37,0.0731,0.631,225227,0.689,0,0.000357,0,0,0,0,1,0,0,0,0,0,0,0,0.102,-8.358,1,0.0284,107.667,0.645,244
35,0.209,0.758,190200,0.545,0,9.79E-05,1,0,0,0,0,0,0,0,0,0,0,0,0.0469,-10.057,1,0.0283,124.756,0.821,24
31,0.877,0.69,187307,0.394,0,0.013,1,0,0,0,0,0,0,0,0,0,0,0,0.114,-10.922,1,0.0448,81.64,0.76,36
18,0.704,0.593,111200,0.462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.103,-10.673,1,0.0341,135.967,0.724,375
73,0.00387,0.486,329050,0.528,1,1.40E-05,0,1,0,0,0,0,0,0,0,0,0,0,0.106,-11.722,1,0.0463,178.519,0.452,18
39,0.947,0.506,149493,0.113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.169,-15.61,1,0.0329,115.942,0.451,2
12,0.473,0.502,178760,0.386,0,0.807,0,0,0,0,0,1,0,0,0,0,0,0,0.126,-22.718,0,0.0441,82.485,0.774,20
0,0.682,0.74,114379,0.0948,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.752,-21.459,1,0.961,95.496,0.63,2350
44,0.0848,0.594,218667,0.833,0,7.80E-05,0,0,0,1,0,0,0,0,0,0,0,0,0.311,-5.543,1,0.0358,142.035,0.663,11
35,0.00242,0.501,159533,0.579,0,2.23E-05,0,0,0,0,0,0,0,0,1,0,0,0,0.11,-10.217,1,0.0328,117.505,0.579,52
39,0.669,0.718,156427,0.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.164,-7.163,1,0.0499,90.312,0.95,24
30,0.836,0.295,148760,0.365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0699,-8.91,1,0.0296,77.951,0.268,120
62,0.139,0.912,275813,0.534,0,0.102,0,0,0,0,0,0,1,0,0,0,0,0,0.0387,-5.319,0,0.0366,114.681,0.963,28
13,0.931,0.673,167440,0.373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.956,-16.268,1,0.945,113.506,0.783,62
0,0.0701,0.405,231973,0.575,0,2.67E-06,0,0,0,0,1,0,0,0,0,0,0,0,0.222,-4.973,1,0.0302,165.966,0.213,78
33,0.033,0.36,243293,0.873,0,0.00442,0,0,0,0,1,0,0,0,0,0,0,0,0.637,-8.583,0,0.0808,122.63,0.778,44
41,0.628,0.479,156386,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.215,-6.613,1,0.0526,166.05,0.875,36
31,0.932,0.58,229861,0.403,0,0.416,0,0,0,0,0,0,0,1,0,0,0,0,0.159,-12.506,0,0.0571,96.499,0.245,4
51,0.0917,0.387,246333,0.804,0,1.98E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.171,-2.601,1,0.0372,163.853,0.428,9
53,0.00372,0.326,210520,0.935,0,7.55E-06,0,0,0,0,0,0,0,0,0,1,0,0,0.302,-5.69,1,0.0698,135.762,0.17,140
40,0.107,0.499,198493,0.377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.149,-10.224,0,0.0302,142.065,0.351,142
31,0.083,0.382,287867,0.788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.131,-11.059,1,0.11,89.887,0.784,8
32,0.00467,0.318,229147,0.765,0,0.000113,1,0,0,0,0,0,0,0,0,0,0,0,0.0483,-5.344,1,0.0343,136.035,0.788,4
46,0.397,0.653,192960,0.738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0931,-10.057,1,0.0285,109.322,0.932,364
0,0.033,0.721,97900,0.248,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.516,-12.914,0,0.938,126.057,0.552,2350
53,0.432,0.522,295360,0.856,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.103,-5.185,1,0.121,167.734,0.876,50
70,0.444,0.74,210853,0.831,0,0.00304,0,0,0,0,0,1,0,0,0,0,0,0,0.0769,-7.321,1,0.0456,121.034,0.448,2
49,0.591,0.492,372640,0.438,0,9.62E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.116,-6.984,1,0.0273,149.74,0.204,31
53,0.684,0.685,372600,0.683,0,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0.111,-9.072,1,0.0613,95.028,0.725,20
41,0.00088,0.252,395227,0.975,0,0.0658,0,0,0,0,1,0,0,0,0,0,0,0,0.747,-5.548,1,0.271,134.818,0.0709,290
0,0.993,0.405,206147,0.165,0,0.0028,0,0,0,0,0,1,0,0,0,0,0,0,0.164,-10.696,0,0.0348,125.783,0.189,12
37,0.0951,0.671,171533,0.551,0,9.17E-05,0,0,0,0,0,0,0,0,0,1,0,0,0.0438,-12.996,1,0.0331,134.788,0.962,104
23,0.851,0.35,223987,0.478,0,0.583,0,0,0,0,0,0,1,0,0,0,0,0,0.205,-14.012,0,0.092,139.893,0.156,156
0,0.094,0.731,129427,0.673,0,0.00213,0,0,1,0,0,0,0,0,0,0,0,0,0.078,-8.358,0,0.0586,130.821,0.634,12
40,0.00192,0.379,266133,0.94,0,0.00102,0,0,0,0,0,0,1,0,0,0,0,0,0.667,-9.44,0,0.0635,115.519,0.346,58
11,0.869,0.302,186000,0.0969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.126,-15.134,1,0.03,139.758,0.249,52
4,0.733,0.477,335133,0.667,0,0.952,0,0,0,0,0,1,0,0,0,0,0,0,0.122,-8.874,1,0.0409,120.474,0.903,10
40,0.16,0.484,206293,0.603,0,0.00875,0,0,0,0,0,0,0,0,0,0,0,1,0.123,-10.42,0,0.0652,99.346,0.846,10
0,0.969,0.709,162773,0.31,0,0.0239,0,0,0,0,0,0,0,0,0,0,1,0,0.0921,-13.317,0,0.517,78.32,0.931,230
51,0.0799,0.556,323867,0.692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.183,-7.583,1,0.0251,104.732,0.587,4
17,0.165,0.293,270293,0.558,0,3.33E-06,0,0,0,0,0,0,0,0,0,0,1,0,0.987,-9.445,1,0.0366,81.833,0.284,432
53,0.132,0.894,190320,0.698,0,0.00291,0,1,0,0,0,0,0,0,0,0,0,0,0.125,-6.284,0,0.0451,95.021,0.622,4
35,5.74E-05,0.171,225173,0.944,0,0.0038,0,0,0,0,0,0,0,1,0,0,0,0,0.17,-7.045,1,0.108,199.501,0.671,165
36,0.00391,0.48,174733,0.721,0,0.0457,1,0,0,0,0,0,0,0,0,0,0,0,0.0902,-9.23,1,0.0391,124.901,0.59,60
3,0.797,0.251,96466,0.0423,0,0.294,0,0,0,0,0,0,0,0,0,0,1,0,0.105,-24.888,0,0.0435,74.137,0.0396,109
48,0.496,0.708,248760,0.389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.111,-11.791,1,0.0286,137.905,0.535,5
7,0.992,0.61,155507,0.281,0,0.000248,0,0,0,0,0,0,0,1,0,0,0,0,0.158,-15.436,1,0.0805,141.838,0.815,30
35,0.639,0.664,424133,0.565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.329,-11.29,1,0.0436,89.367,0.96,21
36,0.00534,0.332,289667,0.774,0,0.155,0,0,0,0,0,0,0,0,0,0,1,0,0.134,-8.323,0,0.0765,128.241,0.148,54
55,0.238,0.477,297493,0.566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122,-12.274,1,0.335,167.907,0.778,30
38,0.85,0.405,31600,0.0508,0,0.822,0,0,0,0,0,0,0,1,0,0,0,0,0.108,-19.898,1,0.0436,65.496,0.332,165
56,0.172,0.783,255827,0.573,0,3.03E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.193,-9.135,0,0.0327,108.987,0.513,66
4,0.995,0.504,221840,0.0857,0,0.955,0,1,0,0,0,0,0,0,0,0,0,0,0.12,-19.588,1,0.0696,69.132,0.214,485
0,0.993,0.485,144133,0.244,0,0.022,0,0,0,1,0,0,0,0,0,0,0,0,0.109,-19.476,1,0.0496,146.894,0.714,1248
0,0.0594,0.358,157293,0.637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.578,-11.036,1,0.0477,132.12,0.6,64
0,0.697,0.585,240562,0.34,0,0.000174,0,0,0,0,0,1,0,0,0,0,0,0,0.113,-12.557,0,0.032,83.877,0.291,476
39,0.732,0.62,168493,0.524,0,6.04E-05,0,0,0,0,0,0,0,0,0,0,1,0,0.0825,-11.85,1,0.0381,123.135,0.894,22
0,0.994,0.471,197889,0.15,0,0.813,0,0,0,0,0,1,0,0,0,0,0,0,0.178,-14.846,1,0.0569,90.595,0.517,420
16,0.883,0.616,197267,0.187,0,0.448,0,1,0,0,0,0,0,0,0,0,0,0,0.0979,-22.412,1,0.0469,87.756,0.599,131
12,0.577,0.453,391373,0.58,0,0.0497,0,0,0,1,0,0,0,0,0,0,0,0,0.132,-10.999,1,0.0363,179.24,0.691,83
0,0.00409,0.428,160560,0.979,0,0.000281,0,0,0,0,0,0,0,0,0,0,0,1,0.23,-1.572,0,0.0567,113.722,0.722,2
13,0.96,0.732,215120,0.215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.111,-13.048,1,0.0558,83.528,0.59,36
45,0.4,0.642,206507,0.477,0,0.0177,0,0,0,0,0,1,0,0,0,0,0,0,0.143,-15.201,0,0.0349,90.638,0.932,2
31,0.196,0.423,186267,0.84,0,0.388,0,0,0,0,0,0,0,1,0,0,0,0,0.355,-8.558,1,0.0297,90.657,0.612,4
44,0.874,0.458,178840,0.146,0,0.000793,0,0,1,0,0,0,0,0,0,0,0,0,0.101,-15.264,1,0.0321,101.246,0.545,4
9,0.0658,0.494,256425,0.908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03,-3.843,1,0.062,145.903,0.523,406
11,0.315,0.328,148507,0.779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.121,-10.755,0,0.467,86.98,0.706,420
25,0.065,0.34,255333,0.986,0,0.00462,0,0,0,0,0,0,0,1,0,0,0,0,0.975,-6.576,1,0.333,129.342,0.223,929
33,0.0425,0.742,261333,0.377,1,6.06E-06,0,0,0,0,0,1,0,0,0,0,0,0,0.0939,-15.479,1,0.565,191.424,0.52,21
44,0.472,0.4,170853,0.618,0,0.00635,0,0,0,0,0,0,0,0,0,0,1,0,0.333,-8.291,1,0.0538,117.346,0.222,2
50,0.145,0.451,199653,0.62,0,0.0239,0,0,0,0,0,0,0,0,1,0,0,0,0.0677,-5.609,0,0.0361,123.487,0.5,4
24,0.84,0.457,161507,0.311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.392,-11.943,1,0.0295,128.587,0.607,348
3,0.975,0.786,121173,0.187,0,3.66E-06,0,0,0,1,0,0,0,0,0,0,0,0,0.167,-9.625,1,0.0936,111.332,0.585,38
35,0.687,0.355,227333,0.277,0,0.000428,0,0,0,0,0,0,0,0,0,1,0,0,0.154,-10.858,0,0.0297,76.307,0.236,46
0,0.0214,0.648,161600,0.238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35,-19.369,0,0.951,89.755,0.656,2124
41,0.413,0.602,154160,0.366,0,4.98E-06,0,0,0,0,0,0,0,1,0,0,0,0,0.192,-15.895,1,0.0468,180.297,0.946,509
45,0.327,0.681,169467,0.527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0889,-12.307,1,0.0356,141.782,0.842,2
57,0.0657,0.568,253160,0.939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.368,-1.577,0,0.0446,97.937,0.676,2
33,0.993,0.715,185017,0.0966,0,0.0106,0,1,0,0,0,0,0,0,0,0,0,0,0.228,-16.655,1,0.448,107.176,0.223,677
0,0.991,0.63,139000,0.426,0,0.891,1,0,0,0,0,0,0,0,0,0,0,0,0.117,-8.647,1,0.062,141.187,0.878,3179
27,0.012,0.465,373133,0.779,0,0.834,0,0,0,0,0,0,0,0,0,0,1,0,0.178,-15.326,0,0.0373,111.907,0.962,22
40,0.561,0.345,183733,0.925,0,0.00106,0,0,0,0,0,0,0,0,1,0,0,0,0.0396,-3.715,1,0.132,102.242,0.595,92
18,0.73,0.402,179840,0.595,0,0.0213,0,0,1,0,0,0,0,0,0,0,0,0,0.335,-13.956,1,0.0694,155.504,0.61,42
42,0.00895,0.722,264533,0.435,0,0.397,0,0,0,0,0,0,0,0,0,1,0,0,0.142,-14.354,1,0.0525,131.87,0.629,176
0,0.995,0.323,162333,0.111,0,0.781,0,0,0,0,0,1,0,0,0,0,0,0,0.102,-24.571,0,0.0418,99.349,0.667,1248
45,0.403,0.473,219187,0.211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.426,-18.017,0,0.0449,109.81,0.25,8
0,0.215,0.534,74326,0.661,0,0.846,0,0,0,0,0,0,0,0,1,0,0,0,0.318,-13.858,1,0.0708,100.081,0.225,4
46,0.106,0.764,183200,0.606,0,0.179,0,0,0,0,0,0,0,1,0,0,0,0,0.267,-8.754,1,0.155,165.795,0.717,2
38,0.145,0.526,265973,0.561,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.188,-6.65,1,0.0294,108.565,0.246,24
19,0.82,0.704,148747,0.312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0653,-13.327,0,0.0393,115.606,0.555,821
33,0.0139,0.453,225440,0.836,0,0.0415,0,0,0,0,0,0,0,0,0,1,0,0,0.153,-9.395,0,0.0569,144.079,0.587,650
0,0.635,0.622,131601,0.152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.176,-23.492,1,0.965,79.836,0.499,2562
0,0.261,0.709,117217,0.187,1,0.000112,0,1,0,0,0,0,0,0,0,0,0,0,0.134,-20.105,1,0.945,97.265,0.546,2124
0,0.0478,0.535,190000,0.281,0,0.0134,0,0,0,0,0,0,0,1,0,0,0,0,0.149,-17.032,1,0.0514,131.847,0.169,38
39,0.005,0.613,248400,0.769,0,0.000362,0,0,0,0,1,0,0,0,0,0,0,0,0.329,-8.271,0,0.0308,104.687,0.612,49
65,0.0275,0.537,221920,0.587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0961,-7.486,0,0.0771,149.748,0.365,172
0,0.988,0.497,186027,0.327,0,0.947,0,0,0,0,1,0,0,0,0,0,0,0,0.106,-16.775,0,0.0947,70.529,0.892,3179
0,0.939,0.238,195320,0.172,0,0.89,0,0,0,0,0,0,1,0,0,0,0,0,0.099,-17.996,0,0.0478,70.892,0.237,68
10,0.836,0.484,141667,0.129,0,0.937,0,0,0,0,0,0,0,1,0,0,0,0,0.218,-12.832,1,0.0314,113.774,0.572,74
37,0.000502,0.33,167821,0.997,1,0.00272,0,0,0,0,0,0,0,1,0,0,0,0,0.462,-5.173,1,0.283,119.693,0.0595,96
6,0.345,0.677,208520,0.506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.118,-6.652,0,0.0964,145.843,0.497,155
24,0.82,0.565,122000,0.403,0,0.0695,0,0,0,0,0,0,0,0,0,0,0,1,0.114,-15.406,0,0.042,194.995,0.927,31
16,0.745,0.57,160880,0.721,0,0.00066,0,0,0,0,0,1,0,0,0,0,0,0,0.131,-7.617,0,0.067,119.277,0.771,414
67,0.271,0.582,231883,0.726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227,-4.174,0,0.116,100.45,0.768,122
0,0.993,0.644,195318,0.229,0,0.827,0,0,0,0,0,1,0,0,0,0,0,0,0.23,-15.957,1,0.112,128.73,0.68,52
66,0.492,0.416,300333,0.546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0845,-7.728,1,0.0297,159.929,0.418,77
37,0.17,0.647,257693,0.703,0,0.748,0,0,0,0,0,0,0,0,0,0,1,0,0.0896,-10.404,0,0.0487,100.903,0.552,27
12,0.285,0.58,161933,0.745,0,1.04E-06,0,0,0,0,0,0,0,0,1,0,0,0,0.0364,-9.466,1,0.034,145.889,0.941,20
26,0.896,0.334,246067,0.293,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.378,-7.436,1,0.0423,88.744,0.193,513
47,0.169,0.623,188240,0.91,0,0.00267,0,0,0,1,0,0,0,0,0,0,0,0,0.317,-5.29,1,0.032,151.466,0.929,28
50,0.0868,0.594,236053,0.629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.137,-4.919,1,0.0246,131.597,0.504,443
12,0.51,0.516,162000,0.417,0,0.00145,0,0,0,0,0,0,1,0,0,0,0,0,0.187,-12.811,1,0.0329,124.087,0.632,14
